Where is the karl,0
Big fan,0
Hii mrBeast [e] Cameraman good done [e],1
Cameraman never dies  Bring him out more,0
Darius the goat if he's in the video in the next episode that'd would be bangers.,0
Please give me an iPhone too MrBeast. I am from India.,1
Build a boat refrence,0
[e]jxu,1
[e],1
You are best in the world mr beast[e],1
[e][e][e],1
Darius is the goat man he carried,0
@ @@@@,1
What about trying it with bigger boat...,0
Brother come in india[e][e],1
MrBeast is the best Youtuber in the history ! He changes the world ! Go go go MrBeast ! [e],1
GIMMEH MY COOKIE,0
Mr. Beast noted it correctly.,0
Overacting,0
The camera man is going crazy,0
good,1
24:18 yeah that's fake,0
I am from nepal and i also want to play one game [e],0
I'm new subscriber[e] for your channel [e]bro[e][e],0
My name is Komal and I am from a very poor family in India. My parents are laborers and our home is made of mud. Life is difficult but I have one dream  to study and change my familys future. I want to learn and become something in life but I cannot afford coaching or proper study resources. Still I try every day with hope in my heart. I humbly request a little support for my education. Even a small help can change my life and bring happiness to my parents who work very hard every day. Thank you for reading my message and for spreading kindness in the world.  Komal India,1
I love Darius the cameraman  He should join more video  Inshallah,0
Fallow me,1
[e][e][e]Hello MrBeast I truly take no pleasure in having to say this to you but I am currently going through a very difficult time. I am in the 6th grade and my school fees are extremely high. My father is the sole earning member of our family and he struggles to manage our household expenses. I also have a sister who attends school and her fees must be paid as well. We don't even own a home of our own; we live in a rented house. My father earns just $117 out of which he has to pay my sister's and my school fees; consequently there is hardly any money left for us to afford decent food or clothing. We don't even have enough money to buy a vehicle. If you wouldn't mindplease please pleasecould you donate a little money to me? If you do this I will be able to continue my education; otherwise I will be forced to drop out of school. Thank you. And please do reply to me.,1
Mrbeast love your videos I'm in need,1
mr best why you got a fake birb,0
Dude darious is so cool he should definitely join more challenges!,0
Mr. Beast can you give me 10000$,1
[e][e][e][e][e][e][e][e][e],1
The way they werent paddling in unison was driving me nuts,0
The video is incomplete without saying about nolan's mom[e][e],0
Guys these blue [e] drums were bring here by Mr beast only as you can see in starting the same blue can they carring water in them. So how can a big blue drum can came on an island,1
[e][e][e],1
Sona [e],1
[e],1
Nice [e],1
I was here in 2026 watching this,1
Yess missed chandler and Im so proud of everyone. This was an awesome video,0
But where is Wilson ?,0
Please [e][e][e],1
Mrbeast can you give me 10000 thousand dollars [e] please,1
How did you all not have any life jackets?,0
Am from india,1
Darius deserves appreciation,0
I have been a subscriber from long time[e][e] but I still didn't get any gift from u [e][e],1
Yes [e] beast,1
I went into coma to see if there were any comments about Epshti Island.,0
honestly I like the videos with people competing for something,0
Until you find a way make your own path.[e],0
Vote For  Darious Deffo back,0
mistebis,1
Bro you just stole the video,0
Darius did all the hard work hats off bro,0
feels like a mr beast video again! and Darius we see you[e][e],0
El Quatro,1
I watch your videos all the time and you don't help me at all. Time.      $500 help me [e][e] [e][e][e][e][e][e],1
better luck next time,0
Hlo,1
Where is tareq ? We miss him in this video,0
Im sooo missed for video like this [e][e] New videos fells like... tv show and thats makes me sad. But this video.. i love it. (Sorry for mistakes my English very bad haha),0
Mr Beast Always great[e],1
Hello sir I am from India I need your help please help me .,1
SUBSCRIBE [e][e][e],1
W dairus [e],0
You can do this come on[e],0
[e][e][e],1
W darius in the replies!!!,0
Most of the video was scavenging for scrap to build a boat? Welcome to the Rust Deep Sea update...,0
Bro u should make Darius show more in the videos,0
Where is Carl?,0
Mr beast gimme some money i am kinda poor,1
Yes,0
7:09 whos filming? If thats the cameraman?![e]  Edit:1 I didnt realise drones were a thing mb[e] wait but who was controlling it?,0
All was cooked,0
Why is the Indonesian dubbing sound different?,0
I hope u should take me the game i am big fan for u,1
"MrBeast sir please give me 20k indian rupees. I took a loan but I am unable to pay it back. If you are seeing this comment please sir  help me." Please [e][e][e],1
Hello Mr. Beast I'm Ahmed Siddiq from Sudan. I have a challenge for you: buy an island in the Nile River and live on Sudanese food. If you don't mind could you participate in renovating my private secondary school Bahri Model School by distributing everything the students need? Do some challenges and please bring a translator with you as I don't speak English. I use text conversion.,1
[e],1
Who 67,1
Hi MrBeast My name is Ace from the Philippines. I know you receive millions of messages but Im hoping somehow this one reaches you. Last month my father passed away after a road accident. He was 62 years old and the main provider for our family. Losing him has been the hardest moment of our lives. Aside from the pain of losing him we are now struggling to survive without his support. Right now I work as a driver for 1215 hours every day. But the car I drive is not mine. After paying the boundary and fuel I only bring home about 1000 a day. I keep pushing myself because my family depends on me. My biggest dream is simple: to own a 7-seater vehicle so I can work as a TNVS driver with my own unit. Something like a Hyundai Stargazer X Premium would completely change our lives. Instead of paying boundary every trip I drive would directly support my family. Im not asking for a luxury life. I just want the chance to work harder and build a stable future for the people who depend on me. Youve changed the lives of so many people around the world. If by any miracle you see this message it would mean everything to my family. Thank you for inspiring people like me to never give up. God bless you.,0
how did yall go to the bathroom,0
Yes,1
Hello Jimmy I am a 13-year-old boy living in the Sultanate of Oman [e]. I am one of your earliest followers and I just want to ask you to buy me an electric scooter because I need it to go to school. Please reply to me and dont ignore me [e],1
yes,1
Mrbest check airrock video that he escape the Island 2:28,1
Bro it's not interesting when you're suffering. Make a video of yourself calling someone and they'll pass the test.,0
Mr beast please please   I'm from India Bihar gaya aliganj road no 16 please help me,0
[e][e][e][e],1
Hi I saw your content. I can help you reply to comments and messages in good English. I can also increase engagement. I can do a free trial if you want.,1
Yes,1
can you do a week on a snowy mountain?,1
I love you,1
W Darius,1
Hi mr beast  I am your big fan  Bro my English is weak[e] But bro I am  your subscriber  I saw your all videos [e]  It is a really amazing [e]  To bro you can play a minecraft [e]  My id is - LEGEND1428557   and you will come In  India-gujrat-rajkot-jetpur  Please bro  and please you will give me a surprise kit [e][e]                     - Your subscriber                          DHRUMIL                  from jetpur [e].,1
Best[e][e],1
[e][e][e],1
Buensimo,1
Darius didn't let em down...Darius the absolute goat,0
[e],1
Like to see Darius again in this chanal vidios,0
You be Mac present at the next Al Jazeera video better,1
yessss,1
You be Mac present at the next Al Jazeera video better,1
Do again with me full experience,1
You be Mac present at the next Al Jazeera video better [e][e],1
You be Mac present at the next Al Jazeera video better [e][e],1
You be Mac present at the next Al Jazeera video better,1
29:07 You be Mac present at the next Al Jazeera video better,1
Yes man [e][e][e][e],1
Hi mr beast,1
If the sail had been made bigger the VAZ would have had a chance. [e][e],0
And I say it Dries truly won the hearts of the fans.,0
Hi mr beast come to rajasthan india in 45c normal temperature,1
Hay Mr beast I am your biggest fan please come or i come to your home come India [e] again please [e] I not have enough money to your country and please give promotion please,1
Dot  vary bro but you and your friends  tried it[e][e][e][e][e][e][e][e][e][e][e],1
33:33,0
[e][e][e],1
[e][e][e],1
How [e][e],1
DARIUS SHOULD BE IN MAIN GROUP!!!!,0
mr beast help me,1
smallest spider i ever saw jimmy,0
darious was the MVP on this game[e],0
You are getting old,0
First time seeing Nolan be serious,0
Omg,1
Why indonesian dubbing is change?,0
you ar g7bh,1
Mr beast plz help me some money 1881032040567 bank account [e][e][e],1
Is typeless a useful app? [e],1
Wow great video [e][e][e][e],1
you are,1
If daruis is sitting with mr beast who recording it when they are eating,0
Hii  mrbeast please help me Give me $200000 I have been subscribed to you for 2 years; I have not received any gift till date [e] 0:01 0,1
Day 12 of asking mr beast to put me in a challeng,1
I like Mr Bean,1
Without Darius they would've died for sure,0
Was there another camera man,0
Thanks for 350 subscribers Plzzzz keep Supporting nd Subscribe more [e][e],1
7:02 Another cameraman [e],1
Rust,1
Wow,1
I am Munna from Bangladesh,1
Where is Carl now? [e],1
obbv fake as... wood is perfect cut lol,0
Thank you mrbeast for videos,0
Mr. Beast how could you steal an idea from Egor Shkred? You didn't respond to his video so you're also stealing,1
nice dogs,0
Straw hat pirates,0
I don't really like the current Indonesian dubbing I hope the dubbing will be changed to the original in the next video.,0
What you mean  your just a YouTuber building with nothing HOWW DID A BARREL SPAWNS ON THE FOREST like your building a boat and there's a random barrel spawned HOWWWW and you brought a tent ts ain't a survival mode this a vacation,0
mr beast actually participating in a challenge instead of putting other people through it [e],0
0.3 miles away from the island... [e] This is a powerful reminder that were all just 0.3 miles away from our goals. Im putting 15 hours a day into my stories just to reach my own island one day! The grind never stops. Never giving up! [e][e]",0
Who was doing the camera when Darius was working and everyone else was also in the frame?,0
Who was doing the camera when Darius was working and everyone else was also in the frame?,0
10k like on this and mr. Beast will buy me a pc,1
feels good to see MrBeast lose for a while,0
[e][e][e][e][e][e][e][e],1
I would say Mr beast and his friend should have been in rhythm while paddling because it would have had more power in the turning and moving not sure tho,0
Darius needs to be added to the main grp bro.,0
raft in real life?,0
This felt like Mr beast old videos [e],0
yew,1
[e][e][e][e][e][e][e],0
Mr beast pleas no Arabic yes English pleas [e][e][e][e],1
7:21,0
This video is not real this video made by 3d animation SGI and vfx dudes,0
Why is the Indonesian voice so different from before?,0
Jimmy you got a new star cast and the whole audience cheering up for : Darius  First appearance and got everybody's attention and favour,0
Come to this house giving away free money ! 40 abernly schnapper rock road,1
"uh because they like when we suffer." is soo truee [e][e],0
this video is best mr mest [e],1
Why is Jimmy's Indonesian dubbing so different from the usual one?[e],0
I am amit your YouTube channel life time subscriber  Your biggest fan [e][e],1
Far cry 3 survival skills would come in handy rn...,0
[e][e][e][e][e],1
[e][e][e][e][e][e],1
i like this video  [e][e],1
Every time he was stuck[e][e][e][e],1
[e]a,1
Good[e],1
Darius in new Chandler now.  From janitor to part of the team,0
bro Tom Hanks did this by him self and a ball,0
"Jimmy Im ready to stay in a circle for 100 days or travel halfway across the world in 2 hours. I don't care about the money I just want to prove Im the most determined subscriber from India! [e] Give me one chance.",1
I don't like the sound now I want the old sound,0
[e],0
I am from India please please please please please please please please please please please please please please mr beast take me in your vedio once,1
This feels like to good ol videos,0
[e][e],1
Hi mr beast can you say hi ?,1
THEY BUILT A BOAT ARREST THEM[e][e][e],0
Plz make pistachio flavour in ur choclate,0
Support me,1
Imagine they actually  had the boys boys scout. This would've been epic.,0
Do more.,1
Your voices are different,0
Welcome to Youtuber's  V.S Wild [e],0
ima  huge fan mr beast!,1
[e][e][e][e],0
Hii Jimmy can you collab with my channel?,1
w-who the recording the cameraman?!,0
Finally mr beast is doing his own challeges again,0
Jimmi bro love from India [e][e][e][e][e][e][e][e][e],1
Where is the person who voiced Mr Beast?[e][e],0
[e][e][e],1
Where is the person who voiced Mr Beast?[e][e],0
The gemerz is fighting jaldi jakar search karo[e] please,1
Yes,1
Typeless,1
Darius should join more Of your vidss,0
Finally not some generic game show real og content,0
Hi jimi love from Bangladesh [e][e][e][e][e][e],1
[e],1
RESPECT,1
good,1
Darius was working [e][e] give hands for him,0
Im gey,1
Love you[e],0
Hide and seek please [e],1
Haha Russian video blogger Yegorik has a video like this did you steal it?,1
You should have used light bamboo while making the baitha so as not to hurt your hands while driving the sail...[e],0
Jimmy clean the entire island[e],0
[e][e][e][e][e],1
Waw,1
Your are very Darefull [e],1
[e],1
hey jimmy can you please get me on the same challange in other vedio please,1
[e][e][e],1
W darious,0
Yea do more challenges but you didn't show what you guys eat and hase doesn't do paddling,0
Very boring video,1
If you had 5 Darius yall would have for sure made it! That man did not stop the whole time!,0
[e],1
do this again with mark rober,0
@Mrbeast Do survival challenges,1
1:45 it was pretty safe [e][e],0
@mrbeast  give me one challenge please [e][e],1
Comments be LIKE: THANKS FOR 1K!! MOM I AM FAMOS  NO WAY THANKS FOR 3K!!!,0
Do your challenge mr.beast,1
[e][e][e][e],1
Step One: Break Wood Step Two: Make Planks Step three: Make a Crafting Table Step Four: Get Five Planks  Step Five: Place the Planks in the Crafting Table in an U Shape  Step Six: Craft the Boat  Step Seven: Place the Boat in Water  Step Eight: Sit in the Boat Step Nine: Using the W A S and D keys Drive the Boat Till You Reach Safe Lands Step 10: Get Out of the Boat and Ladies and Gentlemen You Have Escaped the Island,0
[e][e][e],1
[e][e][e][e][e],1
[e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e],1
[e][e][e][e],1
[e][e][e][e],1
4:27 in India blue dram is very famous only Indians know[e],0
[e][e][e][e][e],1
Nice script though [e] try better next time,1
hello mr beast  I'm asking permission to take a small portion of your video to post on my personal page.,1
[e][e][e][e][e][e],1
I wish I had a better Wi-Fi to watch ur videos [e],0
Today's my birthday but no subscribers,1
How to join mr beast challenge i dont know can anyone please tell me,1
Yes Mr beast [e],1
30:05,0
29:55,0
29:44,0
Mr. Beast I want to make a video with you I am from Bangladesh.,1
Guys im indonesian people and why the indonesia dub for mrbeast is different people wheres the og one?,0
i would say without phones and internet,0
Hello sir,1
 [e],1
Sir can you help me my mother have cancer problem,1
Mr. Beast help me buy a house,1
Does anyone here know how to write a book [e] but have issues in printing and publishing them,1
Why there 2 blue drum[e],0
This is real survival not easy at all [e],0
bro skipped admin abuse,0
26:42 jimmy's voice [e],0
his cameraman looks like a model,0
Wow,1
I skipped watchimg this video on Saturday the thumbnail of this video has changed 4times wow[e],0
At this rate Darius will join the team next,0
Hye mr. Beast I like your videos like this types,0
My little beasty boy ignition temperature of water is higher than plastic,0
Put me in bro,1
I need a laptop please [e] I am new subscriber,1
Im so glad hase is here too,1
Tamil dubbed is next level[e][e],0
Mr Beast please help me My father is so sick and my home in loan and I am job delivery boy but now my condition is not good please give me $10000 it's enough amount for my all problems my english is not good but I trying if I write Hindi language so can better understand you please [e] help,1
Where is taric,0
"I may say I'm gonna give up but until I do I will never give up!",0
Wah keren[e][e],0
[e],1
[e],1
[e],1
Please Mr beast 10000 tarumo,1
[e],1
Mr beast you should recreate the steel ball run race cross america from jojos bizarre adventure part 7 which is the best anime which is going to be created and one of the best manga in history so its going to be peak if you can recreate it,0
[e],1
Darius carried paddling bro never gave up [e][e],0
Spiders eat bananas???,0
We got Mr beast playing build a boat irl nowadays [e][e],0
Bro. Please support me[e][e][e][e][e],1
dude what the fake internet theory why is every comment the same and why was there just bamboo on the ground?,0
Mack make the same video 2 week before,1
Thanks for (732 Subcribe)[e][e][e][e][e][e][e][e][e][e][e],1
Wah one night halt in island not terrible.,0
Oh my god [e][e][e],1
W darius [e][e][e][e],1
Mrbeast frod your video is coming challenge but in money I am in India,0
yes,1
w darius,1
Yes very nice video Eid Mubarak,1
Iran [e],1
Try again beast,1
Allah give u more success ..and give u more chance to donate,1
Darius is like tareq or Chandler all over again hope to see him more in the challenges!,0
Who fills some things are already planted?,0
Darius got trained for this from camp cretaceous,0
Hi Mr. Beast I'm Adrito Tinosse I'm from Mozambique and I'd like to participate in one of your challenges. I want you to see that we Africans are fantastic too. We Africans are terrible too.,0
Darius [e][e],0
Mr beast videos of white people song superstar video,0
[e][e][e][e][e][e],1
Do more like this,0
Chinese song good,0
Darrius,0
Small content creators assemble.  Do subscribe.....,1
This video is incredibly captivating combining high-stakes survival with authentic teamwork and determination,0
why you change indonesian audio track:(,0
I am ready to take challenges in video,1
i think you all could have done better  whatever  try again with another challenge and dont lose that time  good luck!,0
please,1
Mr beast gift me a ps5,1
I want Chinese,0
bring darrius again!!!!!!!!!!!!!!!,0
Darius literally carried this whole video paddling till the end. He should be featured more often.,0
I live in Pakistan Karachi [e],1
sir please organized a game like pubg,0
Hey jimmy I'm a fan of yours from Sri lanka and i have a strange request to make.. can I get the Lenove loq 15 with the ryzen 7 and a 5060 . The reason behind me asking for this is cuz my  dream is to become a youtuber one day but I don't have the equipment to do so. I never played games like forza  fortnite valorant or any other game that are like AAA.. I never had a gaming pc / laptop I lied my friends of me having a gaming laptop since I was in middle school now they're  bullying me and calling me a liar . All i needed is sum friends that i can play games with. I'm 16 years old i'm not forcing but just requesting if you  can plz man i'm in desperate need of a gaming laptop i cant ask my dad cuz the price of that laptop is like 10x my  dad's salary. Always been a fan of you since 2021 [e],1
Mr best  Please half me  I need sum many Please [e],1
500 million soon [e],1
Give some support to our clan!,1
Mr beast I watched your new video on that video you take so many new subscribers names and an Iphone 17 pro max and throw that on a subscriber name my name is Arham I live in Pakistan Love you [e],1
Love From Bangladesh [e],1
[e][e][e][e],1
Mr beast is brand of YouTube,0
chandler is useless,0
Make video's like Man vs wild,0
Pls try again,1
You set all barrels in a beach,0
Video fake,0
I like darius hes just chill,0
Where the voice MR beast old?,0
26:24 R u excited were almost there[e][e],0
should the boys and I do more challenges again?,0
More like it[e][e][e],1
Mr beast I am  from India my house is so small pleas help us to build a house [e][e][e] you are my favorite youtuber and gime me I phone [e][e] pleas I'm poor pleas help me mr beast I am 15 year old my name is Kanhaiya Dhruw and pleas take me in your Indian video [e] your subscriber Kanhaiya Dhruw love from India [e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e],1
Oh yes Mr. Beast ken Tse cho colle more if you bring me the break and we missed together find oh yes wow who,1
You arent old well if you are old you look good,0
Real Videos are Back,0
In the epst3in island??,0
We want part 2.....,0
This is what I miss thanks for this one. You're new videos are great too but I really do miss the challenges and old group videos. Maybe a return to some hide and seek?,0
Hi mrbeast  Iam in India give me a gift plz i saw all videos and subscribed plz give a gift,1
Bro Nolan is cooking the challenge,0
Last nights had a dream about Mr beast coming to my house [e],1
Mojang please fix bedrock,1
Indonesian voice actors are boring,0
Jimmy can do anything [e],0
If you want a lot of viewers you have to make cool videos like: ants fighting other types of ants animals playing unique games like in a circus. Thank you. MY SUGGESTION,0
Hi brother beast ! I'm from india I'm and my family facing do or die situation . The situation related to money . I want money brother  Can u help me ?  I will return it back after I earn  But at the time now I'm hopeless  Please help me,1
[e][e][e],1
Welcome back guys [e],1
Bro Come back [e],0
Duuude. Darius is a beast! He carried the whole team. Is Darius the true mrBeast??,0
Are you aware that you stole a video? Not long ago Egor Shkred released the same video meaning he already shot it and you're releasing a one-on-one video in a couple of days,0
He said family instead of fianc are they married aldy? Is she pregnant?,0
Hello [e],1
If money is your power then you are nothing without it.,0
do more Challenges,0
Please PSI 5 can you give me [e][e][e],1
[e][e]I love your videos. I'm pretty sure you're not going to read this but if you do another survival video like that there are videos on YouTube that shows you how to build shelters from nature[e],0
[e][e][e],1
Come to Bangladesh [e] [e] [e] [e] [e][e],1
Make more vedios on hide n seek and game of tag [e]  They are my favorite.,0
Darius made every cameraman proud,0
WHERES KARL,0
Goood[e][e][e],1
Yes,1
Why the new Indonesian trek audio sound like this [e],0
you let us down. Junction City High School Junction City KS,1
In 12:10 all 5 of them is in the boat who the f is filming the drone,0
Brilliantly copied Egoriks video but when he was surviving in the jungle he couldnt even leave him a commenteven though thats the whole reason he started surviving in the first place.,0
8:25,1
Where is 1100 team members [e],0
Darrius saved the group all he could,0
I love you m.r beast,1
7:17,0
i have nolan cape in real life,0
Nice brother,1
Old mr beast is back,0
Invite me[e],1
10:11,0
Darius was the real MVP of this video bro carried like a legend [e][e],0
Hey Mr Beast I got 10 people to subscribe for you,1
Biggest fan from india [e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e],1
Can you do a video with me please?,1
Recently I have intuitively locked in my frequency to of 234Hz and felt a cooling effect   Found that my intermolecular force in dna have increased  giving raise to steady voltage and a condition met which changed my action of body to of cooling generator. The heat accumulated over in my have slowly dissapitated.  I have analyzed that the mathematical grids of my body have actually made a change in integration of the producted dimensions in the process of differentiation . I have understood that some condition have met which could be the position of the crucial producted dimension that could have made .,1
Yes,1
the worst mistake y'all made is not rowing in unity same time same direction and trying to do same power each too...,0
I have watched this video more than 5 times and i have learnt allot in life in it .. keep the good job going mrbeast,0
Lame,1
Yesss,1
A white guy is forcing a black guy to work for him. I have seen this beforeeeeeeee.,0
Thank you mr beast. My sisters tryed testable bar in Bangladesh,1
We want Darius with you always mrBeast,0
you guys should hire an ex scout or something....,0
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,1
Yes,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,1
Free Palestine [e],1
Millions watch. Few question. The algorithm approves.,0
If darius was helping who was recording them all of them?,0
Yes,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,0
I am your very big fan jimmy sir,0
[e][e][e][e][e][e],1
Do more challenges and pick me in next challenge,0
Gugu gaga,0
I hope this isn't the Epsh (coughs 2 times)?,0
Hi Jimmy,1
MRBEAST STOP PLAYING ROBLOX SO ROBLOX BRING BACK CHAT OK,0
Nepal[e][e],1
LOVE FROM BANGLADESH [e][e][e][e],0
[e],1
Darius Aura Farming bro MVP he need to be in more videos Mr Beast<>!,0
How is 5 days when 30 minutes is video,0
Are you crazy,1
This is how i felt in school every time,0
[e],1
My my! how convenient there were floatable blue barrels buried across the island and 'bamboo's' too. Truly a test of survival!,0
someone did this,1
@mrbeast i need money for married [e][e][e] $50.000 [e][e][e],1
It'd be nice to have a video challenge with just Jimmy.,0
[e],1
No video,1
cool,1
I would not breath until Mr Beast does not reply my coment. [e],0
If Mr.Beast offered the team $1m once they complete the challenge it would be completed in no time.,0
I felt greatly that the mechs gon get him  -babft player-,1
sound Mrbeast Indonesia has changed (voice over)[e],0
Beast today is my birthday can you gift me a ASUS rog,1
uzbek,1
Very nice mr beast,1
God willing you will succeed next time. Failure is the foundation of success. I love you Mr. Best. Your brother in faith from Yemen.,0
The Indonesian dubbing is not as energetic and good as the previous one. The previous one is better and more suitable,0
[e][e][e][e][e][e],1
IDK IF YOU NOTICED BUT YOU AT 472M SUBCRIBERS NOW!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
This deserves way more views! [e],1
Thailand 40 degrees,1
My little brother watches this 10 times a day! So good! [e],0
wow,1
You Will never Know Why this comment is The most Liked Comment in the History of YouTube!,1
)[e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e],1
Yes,1
Kristina tyson touched me,0
Helpme[e][e][e],1
Indonesian sounds better before than now,0
[e][e][e],1
Darius promotion! no more cameraman bro is the strong hand of Beast,0
Mr. I really like you I have a body doll of you made out of hair I collected from your sets I would love to go swimming with you in my pool with my grandma. We watch your videos together before tickle time We would love to have you over we can practice hugging[e][e][e][e],0
This is the MrBeast I fell in love with. Please include you and your friends more because that's what so many OGs adore,0
[e][e][e],1
Hii mr beast sir i need some money[e],0
When you do another video like this you need more people like Darius with you,0
[e],1
Hello Mr. Beast I like your videos. I don't speak English I'm learning.[e][e],0
Yes,1
Yep[e],1
Mission Failed[e],1
[e][e],1
The new guy pls make more video and the camera man need a bonus,0
I'm big fan you Mr beast [e],0
Entertainment at scale. Meaning at what cost?,1
I love how everyone is praising farious he did so much for the group [e],0
Mr Bean if you let me in one of your challenge that will be my great dream for me,0
Why is Mr. Beast's voice different?,0
Jimmy make a Lego city or a Lego swimming pool in your next video. It would be cool to see that. If you agree give it a like),0
Mr beast I am your big fan please I want to be in the beast game,0
Hii mr beast I want to meet you [e][e],0
Yes,1
Hi Mr beast,0
[e][e][e][e][e][e][e][e][e][e],1
