Trump moved taco Tuesday to Monday now this? My body cannot process all this winning.,0
Put the friendly A-rabs on the ground,0
Orange buffoon is going to bend the knee first but Iran won't stop unless all objectives are achieved. Iran has also backing of 2 actual superpowers Russia and China,0
So called Jewish... [e],0
It's nice being an American. Missiles never land in our cities.,0
Hitting back harder [e][e][e][e],0
The same people the were complaining that trump didn't do anything for the protesters are the same ones that are now complaining that he is doing something to iran,0
Oh please Israel has no defenses left.  And Iran doesn't need or want a peace deal.,0
Keep blowing it up [e][e][e],0
The world do not trust the USA anymore,0
Iran stated what they are going to do They are going to make this war so painful that no one will ever dream of attacking them again they do not want peace talks they want American boots on the ground to put American soldiers in body bags even if Iran suffers 10 to 1 casualties. They want flag draped coffins trump attacked them while they were in peace negotiations twice they have absolutely no intention of talks with the US while trump is President,0
This fella is the cause of the war.,0
Give no quarter [e][e][e][e],1
Chris Murphy @ChrisM...  9h  $1.5 BILLION. Let me say it again - a $1.5 BILLION BET. Bigger than any futures purchases made at the time. 5 minutes before Trump's post. Who was it? Trump? A family member? A White House staffer? This is corruption. Mind blowing corruption. unusual whales  @unusual_w...  18h BREAKING: Just five minutes before Trump's announcement to halt the attacks on Iran massive trades reportedly hit the market.,0
Wipe Iranian regime out !,0
EPIC FAIL,0
What red blooded American believes Fox?,0
Tel Aviv. What a wonderful place to live! I feel sorry for the Israelis who are dying for Bibi's little adventure.,0
sooo the usa bombs iran  a society where the ppl are SHIA meaning they believe in martyrdom similar to those ppl that would die for a cause we bombed them and killed their leader  (savior)  idk man common sense tells me there were zero talks but idk [e]  im just a regular dude reading between the lines ,0
[e] it's wild when even the fox comments are like f*** Trump this is crazy,0
I am happy that Israel is getting hit. They deserve it for killing thousands of thousands of innocent people who had nothing to do with this war Israel hate Arabs and always will.,0
You could catch 95% of commenters with 1 sort of shiny object...,0
Trump is an idiot,0
Oh no no more war. Im scared for my Gyoa,0
This fight is so stupid most of the storage bunkers are underground and spread out over a massive region,0
Iran has no interest in talks unless all US military bases and assets are totally annihilated in West Asia and Israeli state is dismantled,0
You shouldn't give them 5 minutes. Blow the whole country up.,0
Are we losing?,0
Good thing the war has ended.........................That's what Trump said.,0
I want to see Israel razed to the ground & equal casualties just like they did to the defenseless Gaza and Palestinians.,0
iran strong country then india & pakistanus no longer super power!!!!!!!,0
Here's what's going to happen:  5 day pause will result in IRGC and proxies reorganizing for more strikes.  The Islamic regime is crazy and is never truthful.  Do not trust the Iranians.,0
free the hostages [e],0
This will be another iraq syria and afghanistan. Iranian shias country was only barrier for Sunni countries sharing borders and working together and uniting Sunni will take over Iran and than Arabs Sunni Persians and Pakistan and afghanistan will share borders once again after 500yrs. The Arab Afghani and Pakistan Sunni groups could than just walk into Isreal. Leading to insurgents entering Isreals. This is daft move by Isreal,0
Sucks when the rabbit has the gun doesnt it?,0
1:30 keeps saying war is finished [e] that Iran is negotiating you voted in a liar.,0
No deal.  .blow Iran off the map.,0
I thought they had been obliterated militarily,0
Tens of Thousands of bombs and missiles and America still DIDINT win? You suck at wars,0
Save human lives over greediness . . .[e],0
israel never let others to live in peace. pick the history n u ll see they start the war all them.,0
U fools the Israelis are criminals and terrorists fools,0
If they put troops on the ground midterms will be lost big time and a communist will be running the country in 2028,0
What deal ?  If iran really wanted a deal  They won't be sending missiles at Israel this needs to absolutely stop! Is ridiculous no one wins its only violence destruction  Innocent people are loosing their lives this conflict is unnecessary iran needs to actually make its final decision also the united state's.. bless our brave soldiers [e] risking there lives bless u all..,0
Most comments here are either from bots or morons.,0
Iranian shovels and washing machines are speaking for themselves [e],0
[e][e][e][e][e]reminder Netanyahu how is it for you,0
Deal. BOOM,1
Lmao werent Gods chosen inbreds dropping JDAMS and phosphorus on hospitals and refugee camps for the better part of two years? Oh but now its a problem because big bad Iran decided to fight back instead of just surrendering its future to the Epstein class. Give me a break.,0
Straight up liars ruining the economy!!!,0
9000 is a misdemeanor100000 is a felony,0
I dont care what happens to israel. They deserve this,0
I DO NOT SUPPORT THIS WAR-  I AM JEWISH,0
Fox News do you remember  isnt replica of Gaza bombing to innocent children and innocent civilians? Gods justice Its tit for tat,0
Iran was underestimated  and got American and Israel running [e],0
Cargo ships next sitting ducks in the perisan gulf,0
Dipomats and head of states could be trusted but criminals like Zionist Nuclear criminal US and Arab dreaded dictators could not be trusted.They backstabbed two times during the talks,0
What happened to Melania's " Be best"?,1
Epic F Duck[e][e][e],1
Im glad people arent buying any of this propaganda bs. Yall played your final hand in all of the misinformation and lies in the past and now we are not going for it again.,0
What happened to the peace talks lame stream lying media?!,0
Are we great yet?,0
When they started singing B[e]mb B[e]mb Tel Aviv there was no peace talk on the cards.,0
I thought cease fire? What happened,0
Let yahoo fight his own war,0
Can Iran [e] do it againI was sleeping,0
Some good news in all this,1
Nice,1
More to come  wait and watch this war start by your US administration and Iran will end this . [e][e][e],0
Fox is a propaganda channel. U keep on saying the numbers of those who are injured what about the deaths??,0
Let isrealis fight they're supposed threat too them !,0
Some one told me iranian men and women heading to US with their bom.,0
How many fighter jets and ships have the Iranians destroyed...zero,0
times up Donny,0
Maga where is Donald ?,1
Israel bombing itself,0
Trump is ready to loose a lot to claim he won something.,0
I'm really disappointed when iran  missiles are hitting roads instead of buildings,0
Trump talking to whom? Reza Pahlavi [e][e][e][e]. All of Iran leaders have died. Theres no way you can stop all these tiny unit unless you put 200k troops on the ground,0
[e][e][e][e][e]! Epic fear not going well. I hope IRAN [e] stick to their demands especially with US kicked out of the region entirely that they should not move from.,0
Looks like Iran is winning,0
Trump desperately looking for exit door.,0
